timestamp,equity,in_position
2025-01-01 09:30:00-05:00,100000.0,False
2025-01-01 09:31:00-05:00,100000.0,False
2025-01-01 09:32:00-05:00,100000.0,False
2025-01-01 09:33:00-05:00,100000.0,False
2025-01-01 09:34:00-05:00,100000.0,False
2025-01-01 09:35:00-05:00,100000.0,False
2025-01-01 09:36:00-05:00,100000.0,False
2025-01-01 09:37:00-05:00,100000.0,False
2025-01-01 09:38:00-05:00,100000.0,False
2025-01-01 09:39:00-05:00,100000.0,False
2025-01-01 09:40:00-05:00,100000.0,False
2025-01-01 09:41:00-05:00,100000.0,False
2025-01-01 09:42:00-05:00,100000.0,False
2025-01-01 09:43:00-05:00,100000.0,False
2025-01-01 09:44:00-05:00,100000.0,False
2025-01-01 09:45:00-05:00,100000.0,False
2025-01-01 09:46:00-05:00,100000.0,False
2025-01-01 09:47:00-05:00,100000.0,False
2025-01-01 09:48:00-05:00,100000.0,False
2025-01-01 09:49:00-05:00,100000.0,False
2025-01-01 09:50:00-05:00,100000.0,False
2025-01-01 09:51:00-05:00,100000.0,False
2025-01-01 09:52:00-05:00,100000.0,False
2025-01-01 09:53:00-05:00,100000.0,False
2025-01-01 09:54:00-05:00,100000.0,False
2025-01-01 09:55:00-05:00,100000.0,False
2025-01-01 09:56:00-05:00,100000.0,False
2025-01-01 09:57:00-05:00,100000.0,False
2025-01-01 09:58:00-05:00,100000.0,False
2025-01-01 09:59:00-05:00,100000.0,False
2025-01-01 10:00:00-05:00,100000.0,False
2025-01-01 10:01:00-05:00,100000.0,False
2025-01-01 10:02:00-05:00,100000.0,False
2025-01-01 10:03:00-05:00,100000.0,False
2025-01-01 10:04:00-05:00,100000.0,False
2025-01-01 10:05:00-05:00,100000.0,False
2025-01-01 10:06:00-05:00,100000.0,False
2025-01-01 10:07:00-05:00,99991.90131122,True
2025-01-01 10:08:00-05:00,99990.82751122,True
2025-01-01 10:09:00-05:00,99992.09241122,True
2025-01-01 10:10:00-05:00,99992.85681122,True
2025-01-01 10:11:00-05:00,99980.27151122,True
2025-01-01 10:12:00-05:00,99981.16331121999,True
2025-01-01 10:13:00-05:00,99995.15911122,True
2025-01-01 10:14:00-05:00,99979.55261122,True
2025-01-01 10:15:00-05:00,99988.32501122,True
2025-01-01 10:16:00-05:00,99989.62631122,True
2025-01-01 10:17:00-05:00,99983.34731122,True
2025-01-01 10:18:00-05:00,100003.25811122,True
2025-01-01 10:19:00-05:00,100010.85661122,True
2025-01-01 10:20:00-05:00,99999.20861122,True
2025-01-01 10:21:00-05:00,100000.03671122,True
2025-01-01 10:22:00-05:00,100005.71511122,True
2025-01-01 10:23:00-05:00,100003.99521122,True
2025-01-01 10:24:00-05:00,100010.62911122,True
2025-01-01 10:25:00-05:00,100010.09221122,True
2025-01-01 10:26:00-05:00,100016.50771122,True
2025-01-01 10:27:00-05:00,100030.13951122,True
2025-01-01 10:28:00-05:00,100023.89691122,True
2025-01-01 10:29:00-05:00,100025.88071122,True
2025-01-01 10:30:00-05:00,100021.66741122,True
2025-01-01 10:31:00-05:00,100022.93231121999,True
2025-01-01 10:32:00-05:00,100012.13061122,True
2025-01-01 10:33:00-05:00,100006.93451122,True
2025-01-01 10:34:00-05:00,100005.25101122,True
2025-01-01 10:35:00-05:00,100013.46831122,True
2025-01-01 10:36:00-05:00,100023.86961122,True
2025-01-01 10:37:00-05:00,100012.09421122,True
2025-01-01 10:38:00-05:00,100005.10541121999,True
2025-01-01 10:39:00-05:00,100010.94761122,True
2025-01-01 10:40:00-05:00,99993.43011122,True
2025-01-01 10:41:00-05:00,99989.46251122,True
2025-01-01 10:42:00-05:00,99988.71631121999,True
2025-01-01 10:43:00-05:00,99999.78191122,True
2025-01-01 10:44:00-05:00,100005.86981121999,True
2025-01-01 10:45:00-05:00,100003.13981122,True
2025-01-01 10:46:00-05:00,100000.05491122,True
2025-01-01 10:47:00-05:00,99998.01651122,True
2025-01-01 10:48:00-05:00,100011.13871122,True
2025-01-01 10:49:00-05:00,100007.58971122,True
2025-01-01 10:50:00-05:00,100005.10541121999,True
2025-01-01 10:51:00-05:00,100008.19031122,True
2025-01-01 10:52:00-05:00,100007.27121122,True
2025-01-01 10:53:00-05:00,100005.70601122,True
2025-01-01 10:54:00-05:00,99996.47861122,True
2025-01-01 10:55:00-05:00,99996.48771122,True
2025-01-01 10:56:00-05:00,99992.90231122,True
2025-01-01 10:57:00-05:00,100002.66661122,True
2025-01-01 10:58:00-05:00,100008.15391122,True
2025-01-01 10:59:00-05:00,100008.05381122,True
2025-01-01 11:00:00-05:00,100013.64121122,True
2025-01-01 11:01:00-05:00,100010.95671122,True
2025-01-01 11:02:00-05:00,100019.63811122,True
2025-01-01 11:03:00-05:00,100019.68361122,True
2025-01-01 11:04:00-05:00,100024.50661122,True
2025-01-01 11:05:00-05:00,100014.15081122,True
2025-01-01 11:06:00-05:00,100017.03551122,True
2025-01-01 11:07:00-05:00,100003.54021122,True
2025-01-01 11:08:00-05:00,99987.31491122,True
2025-01-01 11:09:00-05:00,99984.98531121999,True
2025-01-01 11:10:00-05:00,99977.92371122,True
2025-01-01 11:11:00-05:00,99979.33421122,True
2025-01-01 11:12:00-05:00,99997.25211122,True
2025-01-01 11:13:00-05:00,99990.76381122,True
2025-01-01 11:14:00-05:00,99985.94991122,True
2025-01-01 11:15:00-05:00,99987.66981122,True
2025-01-01 11:16:00-05:00,99991.65561122,True
2025-01-01 11:17:00-05:00,99990.37251122,True
2025-01-01 11:18:00-05:00,99988.87101122,True
2025-01-01 11:19:00-05:00,99994.45841122,True
2025-01-01 11:20:00-05:00,99998.61711122,True
2025-01-01 11:21:00-05:00,99990.67281121999,True
2025-01-01 11:22:00-05:00,99990.16321122,True
2025-01-01 11:23:00-05:00,99990.54541122,True
2025-01-01 11:24:00-05:00,99982.50101122,True
2025-01-01 11:25:00-05:00,99984.61221122,True
2025-01-01 11:26:00-05:00,99978.12391122,True
2025-01-01 11:27:00-05:00,99985.69511122,True
2025-01-01 11:28:00-05:00,99987.28761122,True
2025-01-01 11:29:00-05:00,99988.07021122,True
2025-01-01 11:30:00-05:00,99983.66581122,True
2025-01-01 11:31:00-05:00,99982.86501122,True
2025-01-01 11:32:00-05:00,99966.76993464067,False
2025-01-01 11:33:00-05:00,99966.76993464067,False
2025-01-01 11:34:00-05:00,99966.76993464067,False
2025-01-01 11:35:00-05:00,99966.76993464067,False
2025-01-01 11:36:00-05:00,99966.76993464067,False
