take_profit_pct,atr_multiplier,max_hold_minutes,pullback_pct,net_return_pct,profit_factor,max_drawdown_pct,sharpe_ratio,sortino_ratio,expectancy_pct,win_rate,total_trades,net_pnl,period
0.0025,1.0,30,0.0025,-1.4982135223725934,0.6407775714072638,-1.4568858978723327,-6.613597339825547,-12.670653667693879,-0.0002639863074607115,0.21951219512195122,287,-1498.2135223726127,train
0.0025,1.0,30,0.005,-0.5548460320418114,0.8101621889395406,-0.6321946244523738,-2.0537544728961525,-4.848474703875935,-0.00012256213220705224,0.23788546255506607,227,-554.8460320418053,train
0.0025,1.0,30,0.0075,-0.3715401102571181,0.7655495146754989,-0.3565676490027566,-2.0331142718690405,-3.3054948127466615,-0.00014512100056608034,0.2265625,128,-371.540110257145,train
0.0025,1.0,30,0.01,-0.24230627793543347,0.6818657181857766,-0.18198311119391034,-1.8542151481656892,-2.611838525151682,-0.0002069164770775616,0.2033898305084746,59,-242.30627793548263,train
0.0025,1.0,60,0.0025,-1.5199030385123602,0.6396476230792918,-1.5076622756807923,-6.482549638820028,-13.361445661194669,-0.00027567750321148637,0.20430107526881722,279,-1519.9030385123976,train
0.0025,1.0,60,0.005,-0.6214934400652905,0.7927481204574254,-0.6987901940202522,-2.252827506710261,-5.111040482803659,-0.00013918786385711592,0.22321428571428573,224,-621.493440065239,train
0.0025,1.0,60,0.0075,-0.42698755268388844,0.735769644585056,-0.4424396305434848,-2.3065069896752792,-3.894353839667368,-0.00017286157090868945,0.20161290322580644,124,-426.9875526838779,train
0.0025,1.0,60,0.01,-0.18960075997856984,0.7510650482473721,-0.12924572237445975,-1.2587407029788094,-1.8543052530722695,-0.00016186621858409016,0.2033898305084746,59,-189.60075997861688,train
0.0025,1.0,90,0.0025,-1.5319162925788277,0.6378309459192635,-1.5196827941245798,-6.550022379138146,-13.468985176155748,-0.0002779320107808257,0.20430107526881722,279,-1531.9162925788746,train
0.0025,1.0,90,0.005,-0.6214934400652905,0.7927481204574254,-0.6987901940202522,-2.252827506710261,-5.111040482803659,-0.00013918786385711592,0.22321428571428573,224,-621.493440065239,train
0.0025,1.0,90,0.0075,-0.42698755268388844,0.735769644585056,-0.4424396305434848,-2.3065069896752792,-3.894353839667368,-0.00017286157090868945,0.20161290322580644,124,-426.9875526838779,train
0.0025,1.0,90,0.01,-0.18960075997856984,0.7510650482473721,-0.12924572237445975,-1.2587407029788094,-1.8543052530722695,-0.00016186621858409016,0.2033898305084746,59,-189.60075997861688,train
0.0025,1.0,120,0.0025,-1.5319162925788277,0.6378309459192635,-1.5196827941245798,-6.550022379138146,-13.468985176155748,-0.0002779320107808257,0.20430107526881722,279,-1531.9162925788746,train
0.0025,1.0,120,0.005,-0.6214934400652905,0.7927481204574254,-0.6987901940202522,-2.252827506710261,-5.111040482803659,-0.00013918786385711592,0.22321428571428573,224,-621.493440065239,train
0.0025,1.0,120,0.0075,-0.42698755268388844,0.735769644585056,-0.4424396305434848,-2.3065069896752792,-3.894353839667368,-0.00017286157090868945,0.20161290322580644,124,-426.9875526838779,train
0.0025,1.0,120,0.01,-0.18960075997856984,0.7510650482473721,-0.12924572237445975,-1.2587407029788094,-1.8543052530722695,-0.00016186621858409016,0.2033898305084746,59,-189.60075997861688,train
0.0025,1.5,30,0.0025,-1.7159806140835232,0.686492653464015,-1.9106303548835117,-5.779019637305292,-10.668852056287085,-0.0002798220007352535,0.3054662379421222,311,-1715.9806140836276,train
0.0025,1.5,30,0.005,-0.2981664061976197,0.918599790411206,-0.5434456487561461,-0.9011444380589688,-1.8735432041780784,-6.224440052878039e-05,0.3514644351464435,239,-298.16640619764974,train
0.0025,1.5,30,0.0075,0.14554443061487454,1.0851320431302438,-0.20663154410447393,0.882034778340829,1.3299224871054849,5.9043186478600143e-05,0.37398373983739835,123,145.54443061485682,train
0.0025,1.5,30,0.01,-0.3206541264330398,0.6649819613955679,-0.3291570725793135,-2.130233624055709,-2.193489336769492,-0.0002783968079169564,0.25862068965517243,58,-320.6541264330913,train
0.0025,1.5,60,0.0025,-1.6479041567785346,0.7095712063181383,-1.8813232491183745,-5.666136077561922,-11.638298054301439,-0.000275155692940013,0.28289473684210525,304,-1647.9041567786983,train
0.0025,1.5,60,0.005,-0.15539350542015384,0.9599084370075706,-0.41768607261607854,-0.5664886994198713,-1.0529995098951532,-3.209455646535854e-05,0.33195020746887965,241,-155.3935054202712,train
0.0025,1.5,60,0.0075,0.29977502476736806,1.1690999860303022,-0.210991112606168,1.359401922911255,2.197555086819235,0.00012443201243268124,0.36363636363636365,121,299.77502476735356,train
0.0025,1.5,60,0.01,-0.24182618586712223,0.751335762131814,-0.29651092329055945,-1.8149605969205478,-2.218586798123383,-0.00020615408563945365,0.2711864406779661,59,-241.82618586716805,train
0.0025,1.5,90,0.0025,-1.5193719855755905,0.7335733392880478,-1.6782453626204155,-5.008605842303341,-10.049837342813804,-0.0002537504942674414,0.2894736842105263,304,-1519.371985575768,train
0.0025,1.5,90,0.005,-0.18315896315886926,0.9530813343088967,-0.417315924253746,-0.3983863306753284,-0.7268852199592053,-3.798796041175532e-05,0.3263598326359833,239,-183.15896315894378,train
0.0025,1.5,90,0.0075,0.27879037976952237,1.1568042640644445,-0.20503413841445928,1.6030350857707145,2.776454788563738,0.00011697244698661351,0.36134453781512604,119,278.79037976949917,train
0.0025,1.5,90,0.01,-0.3173410572098523,0.6776750708086586,-0.2962213916783138,-1.8108811317766589,-2.2167558992948253,-0.00028062635644278167,0.24561403508771928,57,-317.34105720989555,train
0.0025,1.5,120,0.0025,-1.548085865622939,0.7298494215235063,-1.706409307491127,-5.1195806562745085,-9.979118605758979,-0.0002584671666380965,0.2894736842105263,304,-1548.0858656231082,train
0.0025,1.5,120,0.005,-0.18315896315886926,0.9530813343088967,-0.417315924253746,-0.3983863306753284,-0.7268852199592053,-3.798796041175532e-05,0.3263598326359833,239,-183.15896315894378,train
0.0025,1.5,120,0.0075,0.27879037976952237,1.1568042640644445,-0.20503413841445928,1.6030350857707145,2.776454788563738,0.00011697244698661351,0.36134453781512604,119,278.79037976949917,train
0.0025,1.5,120,0.01,-0.3173410572098523,0.6776750708086586,-0.2962213916783138,-1.8108811317766589,-2.2167558992948253,-0.00028062635644278167,0.24561403508771928,57,-317.34105720989555,train
0.0025,2.0,30,0.0025,-1.2584181271339756,0.7963481194993125,-1.5081000316118405,-3.6254657727948674,-6.1399831960091875,-0.00019299873209286983,0.39090909090909093,330,-1258.418127133944,train
0.0025,2.0,30,0.005,0.6382850633427806,1.1595362128217175,-0.4056650859588832,2.245384392023154,4.034254303905918,0.00012621483473635307,0.4566929133858268,254,638.2850633428292,train
0.0025,2.0,30,0.0075,0.4099233303250793,1.2274427584843473,-0.18447067100251985,2.186393592406708,3.35543608947634,0.00016490780342926325,0.464,125,409.923330325032,train
0.0025,2.0,30,0.01,-0.11958984659913297,0.8724364678709587,-0.2908764249337645,-0.5640084303570866,-0.6953106870867976,-0.00010050092498024229,0.38333333333333336,60,-119.58984659914583,train
0.0025,2.0,60,0.0025,-1.21585259397613,0.8180529920916975,-1.550141213818796,-3.594149329116175,-5.576230702952343,-0.00019019797919315288,0.3622291021671827,323,-1215.8525939762076,train
0.0025,2.0,60,0.005,0.7437390747556893,1.1746207953786503,-0.306127427046633,2.4292403244726133,4.012835532223757,0.00015035280264875703,0.43951612903225806,248,743.739074755732,train
0.0025,2.0,60,0.0075,0.3872233771554656,1.1972884779651451,-0.30665857466651203,1.820772599075337,2.488608203775001,0.00016592498595409096,0.42735042735042733,117,387.2233771554256,train
0.0025,2.0,60,0.01,-0.1597528710998053,0.8523123597433279,-0.25421154108350186,-0.9192802519617497,-1.0695679001553695,-0.00014092442516110202,0.3508771929824561,57,-159.752871099784,train
0.0025,2.0,90,0.0025,-1.198437667205643,0.8246617530458101,-1.453344497411006,-3.427661884781403,-5.209728960516951,-0.00018714212093265853,0.3684210526315789,323,-1198.4376672056644,train
0.0025,2.0,90,0.005,0.7791539619854682,1.180271638298772,-0.30764078171476933,2.7967791345675073,4.57164319679398,0.00015922140831414036,0.4349593495934959,246,779.1539619855499,train
0.0025,2.0,90,0.0075,0.369535464206705,1.1872297861976955,-0.3010180537340585,2.090536519927392,3.1436780627280947,0.0001613717003960349,0.4260869565217391,115,369.5354642066943,train
0.0025,2.0,90,0.01,-0.2409246858159575,0.7805524256342651,-0.25457053300454957,-0.9261372715449379,-1.0786700620389182,-0.00021981865147081644,0.32727272727272727,55,-240.92468581590495,train
0.0025,2.0,120,0.0025,-1.1472852551453805,0.8323760665895679,-1.402260949161152,-3.2798492748311103,-4.957515151868025,-0.00017919909313635733,0.3715170278637771,323,-1147.285255145412,train
0.0025,2.0,120,0.005,0.8204659712742979,1.1910550846311607,-0.30764078171476933,2.90974928345167,4.788764130621263,0.00016828380712640247,0.43673469387755104,245,820.4659712743747,train
0.0025,2.0,120,0.0075,0.369535464206705,1.1872297861976955,-0.3010180537340585,2.090536519927392,3.1436780627280947,0.0001613717003960349,0.4260869565217391,115,369.5354642066943,train
0.0025,2.0,120,0.01,-0.2409246858159575,0.7805524256342651,-0.25457053300454957,-0.9261372715449379,-1.0786700620389182,-0.00021981865147081644,0.32727272727272727,55,-240.92468581590495,train
0.0025,2.5,30,0.0025,-1.2458535146758654,0.8075762744661861,-1.7196436432973121,-3.4017127317223412,-6.312594236363794,-0.000190548587588584,0.4259818731117825,331,-1245.8535146757179,train
0.0025,2.5,30,0.005,0.7795977820225453,1.1906272791314279,-0.39690294815959626,2.5085386670722682,4.889638390743868,0.00015633231356827054,0.49800796812749004,251,779.597782022588,train
0.0025,2.5,30,0.0075,0.42575835254123895,1.2274779630422545,-0.2319819958895756,2.132879813869096,3.500368810843048,0.00017670354497118404,0.5041322314049587,121,425.75835254126264,train
0.0025,2.5,30,0.01,-0.272182239572194,0.7407350291895134,-0.40445173860477895,-1.3701198472027754,-1.0789977369245904,-0.00023119261724579353,0.3898305084745763,59,-272.182239572198,train
0.0025,2.5,60,0.0025,-1.297914544478973,0.8229689145152363,-1.8163336650971504,-3.2680287800086805,-5.992272079265145,-0.00020364989232220506,0.4086687306501548,323,-1297.9145444788155,train
0.0025,2.5,60,0.005,0.885162204228207,1.1994550616888489,-0.3803901486344104,2.5706536361839745,4.128346632331328,0.000184104900517235,0.4875,240,885.1622042283572,train
0.0025,2.5,60,0.0075,0.3025686166157726,1.142018560470018,-0.3111340413845576,1.3843671844098488,1.6429074441642477,0.00013336365962739503,0.4649122807017544,114,302.5686166157552,train
0.0025,2.5,60,0.01,-0.35312852551998564,0.7236320751521902,-0.37457865685229874,-1.7937766440789769,-2.0187402601761875,-0.00031110289565271243,0.3684210526315789,57,-353.12852551995945,train
0.0025,2.5,90,0.0025,-1.2838524510512928,0.827879657154211,-1.7010283071120555,-2.975603016066667,-5.209394591683904,-0.00020263340703239978,0.4143302180685358,321,-1283.85245105122,train
0.0025,2.5,90,0.005,0.9951742432017241,1.2204179267997148,-0.3154645539304349,2.983023267081366,4.9944689965455344,0.00020972094868534173,0.4957983193277311,238,995.174243201818,train
0.0025,2.5,90,0.0075,0.3572586255544241,1.1678130312142196,-0.25529446053701277,1.9310132678256933,2.307255800098216,0.0001618433761026424,0.46846846846846846,111,357.2586255544139,train
0.0025,2.5,90,0.01,-0.4087676269425744,0.6882816260175749,-0.3848557372659198,-1.6469494002826532,-1.6197886973726987,-0.0003724203177224759,0.34545454545454546,55,-408.76762694259116,train
0.0025,2.5,120,0.0025,-1.238293892858322,0.8360070591979648,-1.6259122256308933,-2.8618694236778794,-5.094752145019828,-0.0001956616902899839,0.4174454828660436,321,-1238.293892858228,train
0.0025,2.5,120,0.005,1.0089954359886688,1.2203290042330914,-0.2632533802934001,3.0108806746416175,5.057048060255242,0.0002125131945431968,0.49159663865546216,238,1008.9954359887759,train
0.0025,2.5,120,0.0075,0.3666552535992018,1.1729928425149918,-0.25527057765530775,1.9661508871258353,2.35353624104992,0.00016763984501622973,0.4727272727272727,110,366.655253599198,train
